AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
1.29,Yes,"- Active",183x305,,"Electric-Progress Energy",No,None,"Crystal River","Boat Ramp",,,,"N Champion Terr",2013-03-23,,"N on HWY 19  turn right on to Cornflower, turn left on N Champion Terr., turn right on Olive Tree Lane, second lot on left",Yes,Yes,,,Yes,,No,No,"Single Family Residential",,"CRYSTAL MANOR UNIT 3 PB 8 PG 136 LOT 12 BLK 151",No,275526833777,27552683,2013-03-19,3777,,12,2755,268,701873,3,Active,"Excl. Right to Sell",6800,"Acreage,Flat",183x305,"Crystal River",2013-05-03T18:39:12,,Yes,"- Active",None,No,2013001,1,2013-03-23T08:16:33,,34428,,"Vacant Land","BEAUTIFUL 1.29 WOODED Acre in Crystal Manor Subdivision. Come build your dream home and surround yourself by nature. See the wildlife in your yard. Beautiful oak trees and palms, wonderful waterways, close to Lake Rousseau, Barge Canal , and Withlacoochee River. Hiking,canoeing,biking,fishing all close by.COME see this beautiful piece of property!!",,,,"County,Paved","Sewer - None,Sewer - Septic Private",No,"Call List Agent,Go There,Vacant",,FL,2013-05-03,W,"Olive Tree  Ln.",11981,"Crystal Manor",112.38,,,,,2012,Cash,No,,,Yes,Yes,,No,,
.22,Yes,"- Active","80 x 120",,"Cable TV,Overhead,Septic Sewer,Telephone,Well",No,None,Inverness,,,,,"E. Weeks Lane",2013-03-22,,"from SR 44, go North on S. Croft Road, take right on George St, take right on N. Duagan Ave., to sign on right.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"Inverness Highlands Unit 8 Lots 30, 31, 32, & 33 Blk 5 Desc In or Bk 559 Pg 1862",No,275504703781,27550470,2013-01-24,3781,,08,2755,047,700522,0,Active,"Excl. Right to Sell",3900,"Rectangle,Wooded","80 x 120",Inverness,2013-03-22T20:27:49,,Yes,"- Active",None,No,1994446,6,2013-01-25T19:38:46,,34453,,"Vacant Land","MOTIVATED SELLER! BRING ALL OFFERS! Nicely wooded lot. Almost flat, only a slight slope from right to left to drain the rain away. Close to shopping plazas, movie theatre, big box stores, other stores, Hernando Elementary, and gas station.",W,,,Paved,"Water - Needs Well",No,"Go There",,FL,2013-03-22,N,"Dugan Ave.",824,"Inverness Highlands",37.47,,,,,2012,Cash,No,,No,Yes,Yes,,No,,
1.12,Yes,"- Active","187 x 260 (CCPA)",,Telephone,No,None,Inverness,,,,,"Owen Trail",2013-05-02,,"From Inverness, south on 41 to left on Eden Dr, to right on Old Floral City Rd, to left on Sandpiper, to right on Owens Trail,(bcomes dirt road) to lot on corner of Owens Trail and Spaniel Trail",Yes,Yes,,None,Unverified,,No,No,"Mobile Home,Multi-Residential,Single Family Residential",,"BROOKWOOD ACRES UNREC SUB LOT 22 DESC IN OR BK 933 PG 557 & OR BK 1293 PG 1654",No,275504703781,27550470,2013-04-27,3781,,03,2755,047,702701,0,Active,"Excl. Right to Sell",29900,"Corner Lot,Flat,Non-Waterfront,Room for Pool,Wooded","187 x 260 (CCPA)",,2013-05-02T22:04:36,,Yes,"- Active","Septic Sewer,Well",No,2453532,12,2013-05-02T22:04:36,,34450,,"Vacant Land","Nicely wooded, flat, 1.1 acre property located off Sandpiper Dr. in Inverness. Well and septic tank already installed, save on a portion of your impact fees! Zoned for house or mobile home. Enjoy country living and still be near town.",,,187,Unpaved,"Sewer - Septic Private,Water - Private Well",No,"Call List Office,Go There,Vacant",,FL,2013-05-02,S,Spaniel,4195,"Brookwood Acres",212,,,,,2011,"Cash,Conventional",No,,No,No,No,,No,,
1.25,Yes,"- Active","181 x 300 per CCPA",,"Cable TV,Electric-WRE,Sewer,Telephone",No,None,Homosassa,,,,,"490 (West Homosassa Trail)",2013-05-15,,"FROM Hway 44: west on 490 (Homosassa Trail)approx 3.5 miles, take right on S. Coleman Ave, lot is on left, across from the house at 2495. See sign.",Yes,Yes,,None,Unverified,,No,No,"Single Family Residential",,"CITRUS PARK PB 6 PG 129 N1/2 OF L0T 16 BLK E DESC IN OR BK 1 026 PG 1290",No,275504703781,27550470,2013-04-16,3781,,23,2755,047,702367,0,Active,"Excl. Right to Sell",17500,"Rectangle,Wooded","181 x 300 per CCPA",,2013-05-15T15:34:10,,Yes,"- Active",None,No,2309318,7,2013-04-26T20:43:15,"At Close",34448,,"Vacant Land","Nicely wooded 1.25 acre lot in Citrus Park. Mostly flat, with plenty of room for a pool and other amenities. Great neighborhood, quiet and natural, yet close to shopping, schools, and medical facilities.",,,181,"County,Paved","Sewer - Septic Community,Water - Needs Well",No,"Call List Agent,Go There",,FL,2013-05-15,S,Coleman,2494,"Citrus Park",240,,,,,2011,"Cash,Conventional",No,,No,No,Yes,,No,,
1,Yes,"- Active","150 x 291 per CCPA",120,"Cable TV,Electric-Progress Energy,Public Water,Septic Sewer,Telephone",No,None,Hernando,"Clubhouse,Exercise Room,Golf Course,Hot Tub/Spa,Lighted Tennis,Near Shopping,Putting Green,Tennis Court(s)",,,,Nashville,2013-05-15,,"from Highway 44, North on School Ave, right on Union, quick left on Nashville, right on Pearson, to sign on right.",Yes,Yes,,None,Unverified,,Yes,No,"Single Family Residential",,"CITRUS HILLS 1ST ADD PB 9 PG 73 LT 11 BLK 62",No,275504703781,27550470,2013-04-29,3781,,08,2755,047,702899,0,Active,"Excl. Right to Sell",13000,"Rectangle,Wooded","150 x 291 per CCPA",,2013-05-15T18:58:11,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Telephone",No,2306599,12,2013-05-13T20:33:13,"At Close",34442,,"Vacant Land","Beautiful lot in prestigous Citrus Hills. Enjoy golf and tennis, the clubhouse, spa and gym,  three restaurants, social clubs, and more. Centrally located, close to everything, yet it is quiet and natural.",,"No RVs,No Trucks,Deed Restrictions",150,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There","Aerial Photo,Golf Community",FL,2013-05-15,W,"Pearson St.",1332,"Citrus Hills",190,,,,,2011,"Cash,Conventional",No,,No,Yes,No,,No,,
.24,Yes,"- Active","89 x 120",50,"Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone",No,None,Homosassa,Clubhouse,,,,"W. Timberlane Dr.",2013-05-08,,"From highway 19 in Homosassa, west on Hall's River Road, to right on Riverhaven Dr, to quick right on Waterway Dr, follow around to left Otter Point, to 2nd lot on left (see sign).",Yes,Yes,,,Unverified,,Yes,No,"Single Family Residential",,"RIVERHAVEN VLG REPLAT OF PT PB 11 PG 126 LOT 13 BLK 48",No,275504703781,27550470,2013-04-12,3781,,19,2755,047,702342,0,Active,"Excl. Right to Sell",28600,"Flat,Greenbelt","89 x 120",,2013-05-08T21:49:21,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Sewer,Telephone",No,1979269,12,2013-04-22T15:19:06,"At Close",34448,,"Vacant Land","Beautiful partially wooded lot in Riverhaven Village. Rear of property has a great view of expanse of wetlands/island. Community pool, clubhouse, and tennis courts included in HOA fees.A great place to live, or a great investment.",,"Deed Restrictions",89,"County,Paved","Sewer - Public,Water - Public",No,"Call List Office,Go There,Vacant",,FL,2013-05-08,S,Otter,4560,"Riverhaven Village",534,,,,,2011,"Cash,Conventional",No,,No,No,No,,No,,
.22,Yes,"- Active","80 x 120",,"Cable TV,Electric-Progress Energy,Telephone",No,None,Inverness,"Bike Path,Boat Ramp,Near Shopping"," S",,,"S. Apopka Ave",,,"From the Olde Courthouse take S. Apopka Ave to crnr of Amity.",Yes,Yes,,,Unverified,,No,No,"Single Family Residential",,"INVERNESS HGLDS WEST PB 5 PG 19 LOT 34 BLK 316",No,275508601986,27550860,2013-04-23,1986,,06,2755,086,702480,0,Active,"Excl. Right to Sell",5900,"Corner Lot,Flat,Rectangle,Wooded","80 x 120",Inverness,2013-04-23T15:41:10,,Yes,"- Active",None,No,1802032,1,2013-04-23T15:41:10,"At Close",34452,,"Vacant Land","Excellent location for commuting and for access to all Downtown Inverness has to offer just 1 mile down the road. Great Model Home location.",S,"Other See Remarks",80,Paved,"Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-04-23,E,Amity,6276,"Inverness Highlands West",61,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
.28,Yes,"- Active","96 x 120",145,"Cable TV,Electric-WRE,Public Water,Sewer,Underground",No,None,Homosassa,,,,,"Saintpaulia St",,,"US Hwy 98 to Oak Village Blvd South to R on Daisy to Saintpaulia St. to R on Geranium to lot on right just before cul-de-sac.",Yes,Yes,,,Unverified,,Yes,No,"Single Family Residential",,"SUGARMILL WOODS OAK VLG PB 10 PG 10 LOT 6 BLK 202 DESC IN OR BK 898 PG 701",No,275508601986,27550860,2013-04-23,1986,,22,2755,086,702491,0,Active,"Excl. Right to Sell",11000,"Cul-de-Sac,Flat,Rectangle,Room for Pool","96 x 120",Lecanto,2013-04-23T17:52:36,0,Yes,"- Active","Public Water,Sewer",No,2216352,1,2013-04-23T17:52:36,"At Close",34446,,"Vacant Land","This is a great spot to build that Dream home. This large lot is located on a quiet cul-de-sac with a very deep greenbelt to the rear. Come see what a well planned and run subdivision has to offer.",N,"Deed Restrictions",,Paved,"Sewer - Public,Water - Public",No,"Go There","Golf Community,Pets Allowed,Restrictions,Withlacooche Electric",FL,2013-04-23,,Geranium,12,"Sugarmill Woods",168,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
.4,Yes,"- Active","111 x 126 irregular",145,"Cable TV,Electric-WRE,Public Water,Sewer,Underground",No,None,Homosassa,"Clubhouse,Golf Course",,,,"daisy St",,,"US Hwy 98 to Oak Village Blvd South to R on Daisy to the corner of Saintpaulia St.",Yes,Yes,,,Unverified,,Yes,No,"Single Family Residential",,"SUGARMILL WOODS OAK VLG PB 10 PG 10 LOT 1 BLK 200 DESC IN OR BK 898 PG 701",No,275508601986,27550860,2013-04-23,1986,,22,2755,086,702489,0,Active,"Excl. Right to Sell",14000,"2+ Lots,Corner Lot,Irregular,Room for Pool,Wooded","111 x 126 irregular",Lecanto,2013-04-23T17:28:57,0,Yes,"- Active","Public Water,Sewer",No,2199768,1,2013-04-23T17:28:57,"At Close",34446,,"Vacant Land","This is a great spot to build that Dream home. This large corner lot has frontage on two streets dotted with lovely homes, plus a very deep greenbelt to the rear. Come see what a well planned and run subdivision has to offer.",,"Deed Restrictions",,Paved,"Sewer - Public,Water - Public",No,"Go There",,FL,2013-04-23,,"Saintpaulia St",2,"Sugarmill Woods",168,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
.45,Yes,"- Active","100 x 198",,"Electric-Progress Energy,Telephone",No,None,Dunnellon,,,,,DEROSA,2010-07-01,,"US 41 south to west on CR 488 (Dunnellon Road) to right on DEROSA to right on Peter Lane.",Yes,Yes,,,No,,No,,"Single Family Residential",,"Great River View Estates Unit 1 PB 4 PG 142 Lot 12",No,27551583876,27551583,2010-06-22,876,,12,2755,158,342778,3,Active,"Excl. Right to Sell",9500,Rectangle,"100 x 198",,2013-06-11T14:13:12,,Yes,"- Active",Overhead,No,1018714,1,2010-07-01T19:20:49,"At Close",34433,,"Vacant Land","Great building site with easy access to Crystal River and Dunnellon.  Build now or when you are ready.  Owner will finance with 50% down at 10%.",,"No Restrictions",,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There",,FL,2013-06-11,W,"Peter Lane",6185,"Great Riverview Est.",202,,17,01,17,2010,"Cash,Conventional,Owner Finance",No,,,No,No,,No,,
9.75,Yes,"- Active","656 x 648",,None,No,None,Dunnellon,,,,,,2013-01-18,,"488 to Riverbend Rd T/L; continue onto Ranch Hand; T/R on W. Cedar Hill; T/L on N. Cheyenne; T/R on W. Sophia which turns into Singapore, continue onto W. Peking..property on left",Yes,Yes,,,Unverified,,No,No,"Mobile Home",,"Lot 11, Unit 1 Mini Farms Unrecorded Sub  OR/Bk 600, Pg 1939 & OR/Bk 1641, Pg 2284",No,27551583876,27551583,2012-05-14,876,,12,2755,158,355493,3,Active,"Excl. Right to Sell",35000,"Acreage,Wooded","656 x 648",,2013-04-30T14:08:27,,Yes,"- Active",None,No,1026849,1,2012-05-15T17:13:15,,34433,,"Vacant Land","Nice parcel of land for that person who wants privacy.",,,,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-04-30,W,"Peking Ct",6562,"Mini Farms",547.14,,17E,13,17S,2011,"Cash,Conventional",No,,No,No,No,,No,,
1.45,Yes,"- Active","450 x 140 x 450 x 140",,Telephone,No,None,Dunnellon,,,,,"Booty Ter",2013-02-12,,"US 41 south to west on Dunnellon Road to left on CitrusWood to right on Booty to left on Smiles to property on left.",Yes,Yes,,,Unverified,,No,,"Single Family Residential",,"Rainbow Estates Unit 2 PB 3 PG 84 Lots 5,6,7,8, & 9 Blk 10",No,27551583876,27551583,2013-02-12,876,,12,2755,158,700981,3,Active,"Excl. Right to Sell",14900,"2+ Lots,Wooded","450 x 140 x 450 x 140",,2013-03-12T13:26:36,,Yes,"- Active",None,No,1024668,1,2013-02-14T20:20:57,,34433,,"Vacant Land","Nice building site or invest in the future.  5 parcels next to each other.  Close to Crystal River.",,,,Unpaved,"Sewer - None,Water - Needs Well",No,"Go There,No Sign",,FL,2013-03-12,W,"Smiles St",7152,"Rainbow Est.",320,,,,,2012,"Cash,Conventional",No,,,No,No,,No,,
10,Yes,"- Active","650 x 645",0,Telephone,No,None,Dunnellon,,,,,"Ranch hand",2013-02-09,,"North on Hwy 495 to Hwy 488, East to Riverbend, Right and follow around to Ranch Hand, continue to corner of Oakhill.",Yes,Yes,,None,No,,No,No,"Mobile Home,Single Family Residential",,"Tract K2 Circle M Ranchettes",No,275505919,27550591,2011-03-30,9,,12,2755,059,348272,1,Active,"Excl. Right to Sell",59900,"Acreage,Hilly,Rectangle","650 x 645","Citrus Springs",2013-02-09T16:59:49,0,Yes,"- Active",None,No,1206987,6,2013-01-17T21:18:20,"At Close",34433,,"Vacant Land","High and Dry Ranch or Farm Land! 10 Wooded acres in Popular equestrian area. Paved roads, nice farms and a very good price! This is a corner tract with easy access to Crystal River and Dunnellon. Great place for your family and your horses!",N,,660,"County,Paved","Water - Needs Well",No,"Go There","Title Insurance",FL,2013-02-09,W,"Oak Hill",5305,"Circle M Ranchettes",1211,,17,07,18,2010,"Cash,Conventional",No,http://www.visualtour.com/shownp.asp?SK=13&T=2974092,Yes,No,No,,No,,
11,Yes,"- Active","1297 x 520 x 1340 x 263",0,"Electric-Progress Energy,Septic Sewer,Well",No,None,Dunnellon,None,,,,Singapore,2013-06-11,,"Highway 488 to Riverbend Road, turn South all the way to Cedar Hill, Right to Parkwood, Left to Sohia, Right to Singapore, Left to Peking, Right to unmarked easement on left. Easement leads to tract.",Yes,Yes,,None,No,,No,No,"Mobile Home,Single Family Residential",,"Parcel 41400 Section 24 Twp 17E Rgn 17S",No,275505919,27550591,2013-02-03,9,,12,2755,059,700767,1,Active,"Excl. Right to Sell",30000,"Acreage,Irregular,Wooded","1297 x 520 x 1340 x 263","Crystal River",2013-06-11T20:43:09,0,Yes,"- Active",None,No,2698128,1,2013-06-11T20:40:54,"At Close",34433,,"Vacant Land","Secluded 11 Acre Tract north of Crystal River.  Wooded land adjoins the railroad right of way for access to miles of trail riding. Good high land but access is limited. ( Adjacent 10 acre tract is also available )",S,"No Restrictions",50,"Private,Unpaved","Sewer - None,Water - Needs Well",No,"Call List Agent,Go There","Aerial Photo,Horses Allowed,Progress Energy,Title Insurance,Other See Remarks",FL,2013-06-11,W,"Peking Ct",0,"Not on List",892,,,,,2011,Cash,No,,No,No,No,0,No,,
6.5,Yes,"- Active","300 x 600 x 650 x 230 x 330 x 300",0,"Electric-Progress Energy,Public Water,Sewer,Telephone",No,None,"Crystal River","Near Shopping,Play Area,Tennis Court(s),Other See Remarks",,,,"NE 1st Terrace",2013-01-31,,"US 19 to NE 5th Terrace, East to 7th Avenue, Left to property right past professional center.  Property also has 600 feet on the 8th Avenue Bypass acccessable from 19 or 44.",Yes,Yes,,None,Yes,,No,No,"Commercial,Multi-Residential",,"Parcel 33100 along with Lots 229, 230 & 231",No,275505919,27550591,2013-01-31,9,,16,2755,059,700686,1,Active,"Excl. Right to Sell",325000,"Acreage,Irregular,Mixed Topography","300 x 600 x 650 x 230 x 330 x 300","Crystal River",2013-03-13T15:17:16,0,Yes,"- Active",None,No,1078172,8,2013-03-13T15:17:16,"At Close",34429,,"Vacant Land","High Density multi - family site in the City limits of Crystal River within walking distance to Parks, stores, restaurants and schools.  Rare offering! Road frontage along 7th and along 8th Avenue. Adjoins Jim Legrone Park ( Tennis Courts, softball diamond, etc )  Prime development site. Up to 12 Units per acre permitted under this zoning.",E,"Other See Remarks",300,"County,Paved","Sewer - Public,Water - Public",No,"Call List Agent,Go There","Flood Plain",FL,2013-01-31,NE,"7th Ave.",0,"Knights Addition to C/R",2100,,,,,2012,"Cash,Conventional,Owner Finance",No,http://www.visualtour.com/shownp.asp?SK=13&T=1028486,Yes,No,No,0,No,,
1.06,Yes,"- Active","186 x 250",0,"Electric-Progress Energy,Telephone",No,None,"Citrus Springs","Golf Course",,,,Hazelwood,,,"From Dunklin Road to Citrus Springs Boulevard, Right to Hazelwood, Right to Abeline, Left to property on Left. ( 2 lots are available on Abeline )",Yes,Yes,,None,No,,No,No,"Single Family Residential",,"CITRUS SPRINGS UNIT 22 PB 7 PG 93 LOT 5 BLK 1529",No,275505919,27550591,2013-03-07,9,,13,2755,059,701506,1,Active,"Excl. Right to Sell",7500,"Acreage,Rectangle,Other See Remarks","186 x 250","Citrus Springs",2013-03-12T21:34:10,0,Yes,"- Active","Electric-Progress Energy",No,2143924,6,2013-03-12T21:34:10,"At Close",34433,,"Vacant Land","Nice acre lot on paved road.",E,"Deed Restrictions",186,"County,Paved","Water - Needs Well",No,"Call List Agent,Go There","Progress Energy,Title Insurance",FL,2013-03-07,W,Abeline,4065,"Citrus Springs",203,,,,,2011,Cash,No,,No,No,No,0,No,,
.25,Yes,"- Active","95 x 141",0,"Electric-Progress Energy,Telephone",No,None,"Citrus Springs","Golf Course",,,,"Parker Loop",,,"( 29 W. Stokel Ln and 8797 N. Wallingford Ave are also on the North side of 41 but different blocks ). 41 North to East Citrus Springs Blvd, Right to Quarry, Left to Parker Loop, Right to lot on right",Yes,Yes,,,No,,No,No,"Single Family Residential",,"3 Seperate Lots included at this price. Lot 22 Block 1158 Unit 26, Lot 6 Block 519 Unit 26 and Lot 7 Block 1179 Unit 26 Citrus Springs",No,275505919,27550591,2013-03-07,9,,13,2755,059,701510,1,Active,"Excl. Right to Sell",7500,"Corner Lot,Rectangle","95 x 141","Citrus Springs",2013-03-07T15:02:06,0,Yes,"- Active","Electric-Progress Energy,None",No,2083344,3,2013-03-07T15:02:06,"At Close",34433,,"Vacant Land"," 3 Nice Lots in Citrus Springs. 2 lots are on a corner. Paved roads, homes only area. Nice quiet setting for your new home.",S,"Deed Restrictions",90,"County,Paved","Water - Needs Well",No,"Call List Agent,Go There","Progress Energy,Title Insurance",FL,2013-03-07,E,McFaddin,305,"Citrus Springs",67,,,,,2011,Cash,No,,No,No,No,0,No,,
1.29,Yes,"- Active","297 x 162 x 345 x 123 MOL",0,"Electric-Progress Energy",No,None,Dunnellon,,,,,"CR 39",2013-02-09,,"From 41, go east on CR 39 to N. Wise Own Pt, left to property at the very end. Easement follows the neighbors property line. Park and walk into the site, see my sign. Please don't bother neighbor.",Yes,Yes,,,Yes,,No,No,"Single Family Residential",,"(LR95-10 OR BK 1079 PG 1987-1996) PCL D-3:COM AT SW COR OF N E1/4 OF 07-17-19, TH N 0DEG 16M 20S W AL W BDRY OF NE 1/4 13 30.06 FT TH E 160.04 FT, TH",No,275505919,27550591,2013-02-07,9,,10,2755,059,700873,1,Active,"Excl. Right to Sell",156500,"Acreage,Waterfront,Wooded","297 x 162 x 345 x 123 MOL","Citrus Springs",2013-06-04T19:27:42,0,Yes,"- Active",None,No,2638699,10,2013-02-09T16:34:14,"At Close",34434,,"Vacant Land","Beautiful Waterfront Point overlooking the Withlacoochee River. Over 500 feet on the water!  This 1.3 Acres is an amazing homesite right on the river with gorgeous trees and views all around. One of the best priced properties in the area! Just a short drive to Dunnellon for shopping and just 30 minutes to Ocala.  What a perfect site for your retreat!",E,,,"Private,Unpaved","Water - Needs Well",No,"Call List Agent,Go There","Aerial Photo,Flood Plain",FL,2013-06-04,N,"Wise Owl",10793,"Not on List",1516,,,,,2011,"Cash,Owner Finance",No,http://www.visualtour.com/shownp.asp?SK=13&T=2974085,Yes,No,No,500,Yes,Riverfront,
1.06,Yes,"- Active","186 x 250",0,"Electric-Progress Energy,Telephone",No,None,"Citrus Springs","Golf Course",,,,Hazelwood,,,"From Dunklin Road to Citrus Springs Blvd, Right to Hazelwood, Right to Abeline, Left to Lot on Left. ( Additional lot available, side by side )",Yes,Yes,,,No,,No,No,"Single Family Residential",,"CITRUS SPRINGS UNIT 22 PB 7 PG 93 LOT 6 BLK 1529",No,275505919,27550591,2013-03-07,9,,13,2755,059,701507,1,Active,"Excl. Right to Sell",7500,"Acreage,Rectangle,Wooded","186 x 250","Citrus Springs",2013-03-12T21:35:36,0,Yes,"- Active","Electric-Progress Energy",No,2143959,5,2013-03-12T21:35:36,"At Close",34433,,"Vacant Land","Nicely wooded acre lot in Homes Only area of Citrus Springs. Paved Road.",E,"Deed Restrictions",186,"County,Paved","Water - Needs Well",No,"Call List Agent,Go There","Golf Community,Progress Energy,Title Insurance",FL,2013-03-07,W,Abeline,4057,"Citrus Springs",203,,,,,2011,Cash,No,,No,No,No,,No,,
1.44,Yes,"- Active",,,"Cable TV,Public Water,Septic Sewer,Sewer,Telephone",No,None,Homosassa,None,,,,,,,"Hwy 19N to R on W Grover Cleveland Blvd. Land is on the R. Look for sign.",Yes,Yes,,Chain,Unverified,,No,No,Commercial,,"(MSP-02-05 ACCEPTED 5/1/02 SURVEY IN OR BK 1502 PG 450) PARC EL A: COM AT THE SW COR OF NW1/4 OF NW1/4 OF SEC 25-19-17, T H S 89D 44M 45S E AL THE S L",No,275549123580,27554912,2012-09-28,3580,,21,2755,491,357927,2,Active,"Excl. Right to Sell",129900,Flat,,,2012-09-28T17:56:14,,Yes,"- Active",None,No,3115465,1,2012-09-28T17:56:14,"At Close",33771,,"Vacant Land","Fabulous COMMERCIAL PROPERTY located close to everything on W Grover Cleveland Blvd in Homosassa. There are two properties, side by side, being sold together. One is 1.16ac and the other is 1.44ac totaling 2.6 acres. Call today for more information.",,,,County,"Sewer - None",No,"Call List Agent,Go There,Vacant","Other See Remarks",FL,2012-09-28,W,"Grover Cleveland",6840,,1213,,,,,2011,"Cash,Conventional",No,,,No,No,,No,"Other See Remarks",
2,Yes,"- Active",,,"Septic Sewer,Telephone",No,None,Lecanto,,,,,,,,"US 19 South to Left on Homosassa Trail to Sign on Property.",Yes,Yes,,,Unverified,,No,No,"Commercial,Single Family Residential,Other See Remarks",,"CRYSTAL ACRES UNREC SUB LOTS 15, 16, & 17 NE 1/4 OF SW 1/4 OF NE 1/4 SEC 18-19-18 E LYING N SR 490 DESCR IN O R BK 594 PG 120 OR BK 2048 PG 648",No,275549123580,27554912,2012-10-23,3580,,23,2755,491,358887,2,Active,"Excl. Right to Sell",85000,Flat,,,2012-11-08T15:06:37,,Yes,"- Active","Other See Remarks",No,1506841,1,2012-11-08T15:06:37,"At Close",34447,,"Vacant Land","Fabulous, convenient location. Currently zoned as residential but could easily be changed to commercial.",,,,"County,Paved","Sewer - Septic Private,Water - Public",No,"Call List Agent,Go There,Vacant",,FL,2012-10-23,W,"Homosassa Trail",5359,,291,,,,,2011,"Cash,Conventional,Owner Finance",No,,,No,No,,No,,
.23,Yes,"- Active",,,"Other See Remarks",No,"Other See Remarks","Lady Lake",,,,,,2013-01-07,,"CO RD 25 R ON BAY RD R ON SE145TH AVE R ON SE113TH STEET RD R ON FISHER RUN R ON SE 165TH AVE R FISHER WAY R ON MALAUKA PASS R ON MALAUKA RD L ON MALAUKA TRAIL SEE SIGN ON L",Yes,Yes,,,No,,No,,"Single Family Residential",,,No,275549123580,27554912,2013-01-03,3580,,30,2755,491,700040,2,Active,"Excl. Right to Sell",3999,Rectangle,,,2013-01-24T16:51:16,,Yes,"- Active","Other See Remarks",No,R207072,1,2013-01-24T16:51:16,"At Close",32159,,"Vacant Land","NICE BUILDING LOT IN A SECLUDED NEIGHBORHOOD OWNER WILL FINANCE MAKE OFFER ON TERMS.",,"Deed Restrictions",,"County,Paved","Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-01-07,,"MALAUKA TRL",0,,52.36,,,,,2012,"Cash,Owner Finance",No,,No,No,No,,No,,
1.25,Yes,"- Active",360X150,,"Other See Remarks",No,"Other See Remarks","Lady Lake",,,,,,2013-01-06,,"LADY LAKE HWY 441 TURN ON GRIFFIN VIEW DR PROPERTY ON L SEE SIGN.",Yes,Yes,,,No,,No,No,"Single Family Residential",,"W 150 FT OF E 385 FT OF S 396 FT OF SW 1/4 OF NE 1/4--LESS RD R/W --ORB 1575 PG 1795 ORB 1579 PG 1528",No,275549123580,27554912,2013-01-06,3580,,30,2755,491,700077,2,Active,"Excl. Right to Sell",59900,Acreage,360X150,,2013-01-11T00:40:31,,Yes,"- Active","Other See Remarks",No,2584386,9,2013-01-11T00:40:31,,32159,,"Vacant Land","NICE LOT TO BUILD YOUR NEW HOME RIGHT DOWN THE STREET FROM LAKE GRIFFIN IN A AREA OF NICE HOMES.  WELL AND SEPTIC ARE IN PLACE LARGE PAD TO BUILD YOUR NEW GARAGE IS IN PLACE. LARGE CONCRETE DRIVEWAY IS IN PLACE IMPACT FEES ARE GRANDFATHERED IN. OWNER WILL FINANCE YOU CAN MAKE OFFER ON TERMS. CALL TODAY TO SET UP SHOWING OF PROPERTY.",,,,"County,Paved","Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2013-01-06,,"GRIFFIN VIEW DR",3801,,264.98,,,,,2012,"Cash,Conventional,Owner Finance",No,,No,No,No,,No,,
